Count,Fitness_Min,Fitness_Median,Fitness_Mean,Fitness_StdDev,Fitness_Max,Best_Fitness_Count,Time_Mean,Time_StdDev,Passes_Mean,Passes_StdDev,Unchanged_Mean,Unchanged_StdDev
10,7,11.5000,10.8000,2.6998,14,2/10,56.2108,0.1286,10000.0000,0.0000,,
